"Authors","Year","Title","Journal","Doi","URL","Human","No.access","Lat_Deg","Lon_Deg","Location","country"
"Leitao, FHM; Marques, MCM; Ceccon, E",2010,"Young restored forests increase seedling recruitment in abandoned pastures in the Southern Atlantic rainforest","REVISTA DE BIOLOGIA TROPICAL","None","https://scholar.google.com/scholar?q=Young+restored+forests+increase+seedling+recruitment+in+abandoned+pastures+in+the+Southern+Atlantic+rainforest","AA","",-25.3,-48.7,"Rio Cachoeira Natural Reserve, Brazil","Brazil"
"Leitao, FHM; Marques, MCM; Ceccon, E",2010,"Young restored forests increase seedling recruitment in abandoned pastures in the Southern Atlantic rainforest","REVISTA DE BIOLOGIA TROPICAL","None","https://scholar.google.com/scholar?q=Young+restored+forests+increase+seedling+recruitment+in+abandoned+pastures+in+the+Southern+Atlantic+rainforest","AA","",-25.3,-48.7,"Rio Cachoeira Natural Reserve, Brazil","Brazil"
"Wodkiewicz, M; Kwiatkowska-Falinska, AJ",2010,"SIMILARITY BETWEEN SEED BANK AND HERB LAYER IN A NATURAL DECIDUOUS TEMPERATE LOWLAND FOREST","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=SIMILARITY+BETWEEN+SEED+BANK+AND+HERB+LAYER+IN+A+NATURAL+DECIDUOUS+TEMPERATE+LOWLAND+FOREST","AA","",52.7225,23.846,"Białowieża Forest, Poland","Poland"
"Wodkiewicz, M; Kwiatkowska-Falinska, AJ",2010,"SIMILARITY BETWEEN SEED BANK AND HERB LAYER IN A NATURAL DECIDUOUS TEMPERATE LOWLAND FOREST","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=SIMILARITY+BETWEEN+SEED+BANK+AND+HERB+LAYER+IN+A+NATURAL+DECIDUOUS+TEMPERATE+LOWLAND+FOREST","AA","",52.7225,23.846,"Białowieża Forest, Poland","Poland"
"Peng, YL; Wu, N; Gao, XF; Fang, ZQ; Xiao, WY",2010,"SOIL SEED BANKS IN LAKESHORE WETLANDS: RELATION TO THE EXTANT VEGETATION","POLISH JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=SOIL+SEED+BANKS+IN+LAKESHORE+WETLANDS:+RELATION+TO+THE+EXTANT+VEGETATION","AA","",33.1666666666667,103.883333333333," Northern  Sichuan,  China","China"
"Dolle, M; Schmidt, W",2009,"The relationship between soil seed bank, above-ground vegetation and disturbance intensity on old-field successional permanent plots","APPLIED VEGETATION SCIENCE","None","https://scholar.google.com/scholar?q=The+relationship+between+soil+seed+bank,+above-ground+vegetation+and+disturbance+intensity+on+old-field+successional+permanent+plots","AA","",51.5666666666667,9.93333333333333,"Göttingen, Germany","Germany"
"Dolle, M; Schmidt, W",2009,"The relationship between soil seed bank, above-ground vegetation and disturbance intensity on old-field successional permanent plots","APPLIED VEGETATION SCIENCE","None","https://scholar.google.com/scholar?q=The+relationship+between+soil+seed+bank,+above-ground+vegetation+and+disturbance+intensity+on+old-field+successional+permanent+plots","AA","",51.5666666666667,9.93333333333333,"Göttingen, Germany","Germany"
"Bakoglu, A; Bagci, E; Erkovan, HI; Koc, A; Kocak, A",2009,"Seed stocks of grazed and ungrazed rangelands on Palandoken Mountains of Eastern Anatolia","JOURNAL OF FOOD AGRICULTURE & ENVIRONMENT","None","https://scholar.google.com/scholar?q=Seed+stocks+of+grazed+and+ungrazed+rangelands+on+Palandoken+Mountains+of+Eastern+Anatolia","AA","",39.8666666666667,41.2,"Erzurum, Turkey","Turkey"
"Arevalo, JR; Chinea, E",2009,"Pastures seedbank composition in relation to soil nutrient content in areas under goat grazing management (Tenerife)","JOURNAL OF FOOD AGRICULTURE & ENVIRONMENT","None","https://scholar.google.com/scholar?q=Pastures+seedbank+composition+in+relation+to+soil+nutrient+content+in+areas+under+goat+grazing+management+(Tenerife)","AA","",28.25,-16.75,"Tenerife","Spain"
"Wang, J; Zou, C; Ren, H; Duan, WJ",2009,"ABSENCE OF TREE SEEDS IMPEDES SHRUBLAND SUCCESSION IN SOUTHERN CHINA","JOURNAL OF TROPICAL FOREST SCIENCE","None","https://scholar.google.com/scholar?q=ABSENCE+OF+TREE+SEEDS+IMPEDES+SHRUBLAND+SUCCESSION+IN+SOUTHERN+CHINA","AA","",22.6833333333333,112.9,"Guangdong, China","China"
"Plue, J; Meuris, S; Verheyen, K; Hermy, M",2009,"The importance of artefacts of ancient land use on plant communities in Meerdaal forest, Belgium","BELGIAN JOURNAL OF BOTANY","None","https://scholar.google.com/scholar?q=THE+IMPORTANCE+OF+ARTEFACTS+OF+ANCIENT+LAND+USE+ON+PLANT+COMMUNITIES+IN+MEERDAAL+FOREST,+BELGIUM","JP","",50.7833333333333,4.7,"Meerdaal Forest, Belgium","Belgium"
"Uasuf, A; Tigabu, M; Oden, PC",2009,"Soil Seed Banks and Regeneration of Neotropical Dry Deciduous and Gallery Forests in Nicaragua","BOIS ET FORETS DES TROPIQUES","None","https://scholar.google.com/scholar?q=Soil+Seed+Banks+and+Regeneration+of+Neotropical+Dry+Deciduous+and+Gallery+Forests+in+Nicaragua","ED","",11.5333333333333,-86.1833333333333,"Chacocente Wildlife refuge, South west pacific coast Nicaragua ","Nicaragua"
"Uasuf, A; Tigabu, M; Oden, PC",2009,"Soil Seed Banks and Regeneration of Neotropical Dry Deciduous and Gallery Forests in Nicaragua","BOIS ET FORETS DES TROPIQUES","None","https://scholar.google.com/scholar?q=Soil+Seed+Banks+and+Regeneration+of+Neotropical+Dry+Deciduous+and+Gallery+Forests+in+Nicaragua","ED","",11.5333333333333,-86.1833333333333,"Chacocente Wildlife refuge, South west pacific coast Nicaragua ","Nicaragua"
"Ferri, R; Ceballos, M; Vischi, N; Heredia, E; Oggero, A",2009,"Seed bank from a relictic of Espinal (Cordoba, Argentina)","IHERINGIA SERIE BOTANICA","None","https://scholar.google.com/scholar?q=Seed+bank+from+a+relictic+of+Espinal+(Cordoba,+Argentina)","AA","",-33.1666666666667,-64.3333333333333,"El Espinal, Argentina","Argentina"
"Molina-Freaner, F; Espinosa-Garcia, F; Sarukhan-Kermez, J",2008,"Weed population dynamics in a rain-fed maize field from the Valley of Mexico","AGROCIENCIA","None","https://scholar.google.com/scholar?q=Weed+population+dynamics+in+a+rain-fed+maize+field+from+the+Valley+of+Mexico","ED","",19.5,-98.8833333333333,"Universidad Autonona Chapingo, Mexico ","Mexico"
"Czarnecka, J",2008,"Spatial and temporal variability of seed bank resulting from overgrowing of xerothermic grassland","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Spatial+and+temporal+variability+of+seed+bank+resulting+from+overgrowing+of+xerothermic+grassland","ED","",50.4666666666667,23.4833333333333,"White Mountain, Central Roztocze Region South, Eastern Poland ","Poland"
"Czarnecka, J",2008,"Spatial and temporal variability of seed bank resulting from overgrowing of xerothermic grassland","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Spatial+and+temporal+variability+of+seed+bank+resulting+from+overgrowing+of+xerothermic+grassland","ED","",50.4666666666667,23.4833333333333,"White Mountain, Central Roztocze Region South, Eastern Poland ","Poland"
"Czarnecka, J",2008,"Spatial and temporal variability of seed bank resulting from overgrowing of xerothermic grassland","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Spatial+and+temporal+variability+of+seed+bank+resulting+from+overgrowing+of+xerothermic+grassland","ED","",50.4666666666667,23.4833333333333,"White Mountain, Central Roztocze Region South, Eastern Poland ","Poland"
"Czarnecka, J",2008,"Spatial and temporal variability of seed bank resulting from overgrowing of xerothermic grassland","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Spatial+and+temporal+variability+of+seed+bank+resulting+from+overgrowing+of+xerothermic+grassland","ED","",50.4666666666667,23.4833333333333,"White Mountain, Central Roztocze Region South, Eastern Poland ","Poland"
"Czarnecka, J",2008,"Spatial and temporal variability of seed bank resulting from overgrowing of xerothermic grassland","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Spatial+and+temporal+variability+of+seed+bank+resulting+from+overgrowing+of+xerothermic+grassland","ED","",50.4666666666667,23.4833333333333,"White Mountain, Central Roztocze Region South, Eastern Poland ","Poland"
"Czarnecka, J",2008,"Spatial and temporal variability of seed bank resulting from overgrowing of xerothermic grassland","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Spatial+and+temporal+variability+of+seed+bank+resulting+from+overgrowing+of+xerothermic+grassland","ED","",50.4666666666667,23.4833333333333,"White Mountain, Central Roztocze Region South, Eastern Poland ","Poland"
"Boguzas, V; Marcinkeviciene, A",2008,"Effect of long-term organic farming on weed seed-bank","JOURNAL OF PLANT DISEASES AND PROTECTION","None","https://scholar.google.com/scholar?q=Effect+of+long-term+organic+farming+on+weed+seed-bank","ED","",54.8833333333333,23.8333333333333,"South west part of Kaunas, Kazliskiai, Lithuania ","Lithuania"
"Boguzas, V; Marcinkeviciene, A",2008,"Effect of long-term organic farming on weed seed-bank","JOURNAL OF PLANT DISEASES AND PROTECTION","None","https://scholar.google.com/scholar?q=Effect+of+long-term+organic+farming+on+weed+seed-bank","ED","",54.8833333333333,23.8333333333333,"South west part of Kaunas, Kazliskiai, Lithuania ","Lithuania"
"Batista Neto, P; Reis, MGR; Reis, GG; da Silva, AF; Cacau, UFSF",2007,"Soil seed bank in a Semideciduous Seasonal Forest, in Virosa, Minas Gerais","CIENCIA FLORESTAL","None","https://scholar.google.com/scholar?q=Soil+seed+bank+in+a+Semideciduous+Seasonal+Forest,+in+Virosa,+Minas+Gerais","AA","",-20.75,-42.9166666666667,"municipality of Viçosa,state of Minas Gerais, Brazil","Brazil"
"McIvor, JG",2004,"Pasture management in semi-arid tropical woodlands: levels of germinable seeds in soil and faeces of cattle grazing Stylosanthes pastures","TROPICAL GRASSLANDS","None","https://scholar.google.com/scholar?q=Pasture+management+in+semi-arid+tropical+woodlands:+levels+of+germinable+seeds+in+soil+and+faeces+of+cattle+grazing+Stylosanthes+pastures","ED","",-20.1833333333333,146.716666666667,"Cardigan south east of charters towers , Queensland Australia ","Australia"
"McIvor, JG",2004,"Pasture management in semi-arid tropical woodlands: levels of germinable seeds in soil and faeces of cattle grazing Stylosanthes pastures","TROPICAL GRASSLANDS","None","https://scholar.google.com/scholar?q=Pasture+management+in+semi-arid+tropical+woodlands:+levels+of+germinable+seeds+in+soil+and+faeces+of+cattle+grazing+Stylosanthes+pastures","ED","",-19.6666666666667,145.75,"Hillgrove, north west of charters towers , Queensland Australia ","Australia"
"Myster, RW",2004,"Regeneration filters in post-agricultural fields of Puerto Rico and Ecuador","PLANT ECOLOGY","None","https://scholar.google.com/scholar?q=Regeneration+filters+in+post-agricultural+fields+of+Puerto+Rico+and+Ecuador","ML","",18.3333333333333,-65.75,"","Puerto Rico"
"Myster, RW",2004,"Regeneration filters in post-agricultural fields of Puerto Rico and Ecuador","PLANT ECOLOGY","None","https://scholar.google.com/scholar?q=Regeneration+filters+in+post-agricultural+fields+of+Puerto+Rico+and+Ecuador","ML","",0.0833333333333333,-78.6166666666667,"","Ecuador"
"Leary, CI; Howes-Keiffer, C",2004,"Comparison of standing vegetation and seed bank composition one year following hardwood reforestation in southwestern Ohio","OHIO JOURNAL OF SCIENCE","None","https://scholar.google.com/scholar?q=Comparison+of+standing+vegetation+and+seed+bank+composition+one+year+following+hardwood+reforestation+in+southwestern+Ohio","ML","",39.3,-84.6833333333333,"","United States"
"Czarnecka, J",2004,"Seed longevity and recruitment of seedlings in xerothermic grassland","POLISH JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=Seed+longevity+and+recruitment+of+seedlings+in+xerothermic+grassland","ML","",50.4666666666667,23.4833333333333,"","Poland"
"Czarnecka, J",2004,"Seed longevity and recruitment of seedlings in xerothermic grassland","POLISH JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=Seed+longevity+and+recruitment+of+seedlings+in+xerothermic+grassland","ML","",50.4666666666667,23.4833333333333,"","Poland"
"Czarnecka, J",2004,"Seed longevity and recruitment of seedlings in xerothermic grassland","POLISH JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=Seed+longevity+and+recruitment+of+seedlings+in+xerothermic+grassland","ML","",50.4666666666667,23.4833333333333,"","Poland"
"Czarnecka, J",2004,"Seed longevity and recruitment of seedlings in xerothermic grassland","POLISH JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=Seed+longevity+and+recruitment+of+seedlings+in+xerothermic+grassland","ML","",50.4666666666667,23.4833333333333,"","Poland"
"Czarnecka, J",2004,"Seed longevity and recruitment of seedlings in xerothermic grassland","POLISH JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=Seed+longevity+and+recruitment+of+seedlings+in+xerothermic+grassland","ML","",50.4666666666667,23.4833333333333,"","Poland"
"Czarnecka, J",2004,"Seed longevity and recruitment of seedlings in xerothermic grassland","POLISH JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=Seed+longevity+and+recruitment+of+seedlings+in+xerothermic+grassland","ML","",50.4666666666667,23.4833333333333,"","Poland"
"Wagner, M; Poschlod, P; Setchfield, RP",2003,"Soil seed bank in managed and abandoned semi-natural meadows in Soomaa National Park, Estonia","ANNALES BOTANICI FENNICI","None","https://scholar.google.com/scholar?q=Soil+seed+bank+in+managed+and+abandoned+semi-natural+meadows+in+Soomaa+National+Park,+Estonia","ML","",58.4166666666667,25.0333333333333,"","Estonia"
"Marquez, S; Funes, G; Cabido, M; Pucheta, E",2002,"Grazing effects on the germinable seed bank and standing vegetation in mountain grasslands from central Argentina","REVISTA CHILENA DE HISTORIA NATURAL","None","https://scholar.google.com/scholar?q=Grazing+effects+on+the+germinable+seed+bank+and+standing+vegetation+in+mountain+grasslands+from+central+Argentina","JP","",-31.6166666666667,-64.8,"Pampa de Achala, Las Sierras Grandes, Cordoba province, Argentina","Argentina"
"Boudell, JA; Link, SO; Johansen, JR",2002,"Effect of soil microtopography on seed bank distribution in the shrub-steppe","WESTERN NORTH AMERICAN NATURALIST","None","https://scholar.google.com/scholar?q=Effect+of+soil+microtopography+on+seed+bank+distribution+in+the+shrub-steppe","JP","",46.65,-119.9,"Hanford Reservation, southeastern Washington, USA","United States"
"Combroux, I; Bornette, G; Willby, NJ; Amoros, C",2001,"Regenerative strategies of aquatic plants in disturbed habitats: the role of the propagule bank","ARCHIV FUR HYDROBIOLOGIE","None","https://scholar.google.com/scholar?q=Regenerative+strategies+of+aquatic+plants+in+disturbed+habitats:+the+role+of+the+propagule+bank","EL","",45.8,5.16666666666667,"F (permenantly aquatic)- 2.7 km long cut off channel of the rhone river, 30 km upstream from Lyon, France","France"
"Combroux, I; Bornette, G; Willby, NJ; Amoros, C",2001,"Regenerative strategies of aquatic plants in disturbed habitats: the role of the propagule bank","ARCHIV FUR HYDROBIOLOGIE","None","https://scholar.google.com/scholar?q=Regenerative+strategies+of+aquatic+plants+in+disturbed+habitats:+the+role+of+the+propagule+bank","EL","",45.8,5.16666666666667,"FE (episodic sediment emersions) - 2.7 km long cut off channel of the rhone river, 30 km upstream from Lyon, France","France"
"Grant, CD; MacGregor, CM",2001,"Topsoil seed banks in grazed and ungrazed eucalypt woodlands at Newholme, Armidale, New South Wales, Australia","NEW ZEALAND JOURNAL OF BOTANY","None","https://scholar.google.com/scholar?q=Topsoil+seed+banks+in+grazed+and+ungrazed+eucalypt+woodlands+at+Newholme,+Armidale,+New+South+Wales,+Australia","JP","",-30.5166666666667,151.666666666667,"Newholme Field Laboratory, Armidale, New South Wales, Australia","Australia"
"Bossuyt, B; Honnay, O; Van Stichelen, K; Hermy, M; Van Assche, J",2001,"The effect of a complex land use history on the restoration possibilities of heathland in central Belgium","Belgian Journal of Botany","None","https://scholar.google.com/scholar?q=The+effect+of+a+complex+land+use+history+on+the+restoration+possibilities+of+heathland+in+central+Belgium","JP","",50.9333333333333,4.78333333333333,"Beninksberg, Rotselaar, Belgium","Belgium"
"Czarnecka, J; Czarnecka, B",2001,"The role of a seed bank in the maintenance of valuable components of xerothermic grassland","EKOLOGIA-BRATISLAVA","None","https://scholar.google.com/scholar?q=The+role+of+a+seed+bank+in+the+maintenance+of+valuable+components+of+xerothermic+grassland","JP","",50.4666666666667,23.4833333333333,"White Mountain, Central Roztocze Region, Poland","Poland"
"Erschbamer, B; Kneringer, E; Schlag, RN",2001,"Seed rain, soil seed bank, seedling recruitment, and survival of seedlings on a glacier foreland in the Central Alps","FLORA","None","https://scholar.google.com/scholar?q=Seed+rain,+soil+seed+bank,+seedling+recruitment,+and+survival+of+seedlings+on+a+glacier+foreland+in+the+Central+Alps","JP","",46.8166666666667,11.05,"Rotmoos valley, Tyrol, Austria","Italy"
"Humphrey, LD; Schupp, EW",2001,"Seed banks of Bromus tectorum-dominated communities in the Great Basin","WESTERN NORTH AMERICAN NATURALIST","None","https://scholar.google.com/scholar?q=Seed+banks+of+Bromus+tectorum-dominated+communities+in+the+Great+Basin","EL","",40.2333333333333,-112.833333333333,"long-term site' - U.S. Army Dugway Proving Ground, Tooele County, Utah- nearly level below southern foothills of cedar mountains 1480 m elevation","United States"
"Humphrey, LD; Schupp, EW",2001,"Seed banks of Bromus tectorum-dominated communities in the Great Basin","WESTERN NORTH AMERICAN NATURALIST","None","https://scholar.google.com/scholar?q=Seed+banks+of+Bromus+tectorum-dominated+communities+in+the+Great+Basin","EL","",40.2333333333333,-112.833333333333," ' near dune site' - U.S. Army Dugway Proving Ground, Tooele County, Utah- 0.5 km from 'long-term' site, same elevation","United States"
"Humphrey, LD; Schupp, EW",2001,"Seed banks of Bromus tectorum-dominated communities in the Great Basin","WESTERN NORTH AMERICAN NATURALIST","None","https://scholar.google.com/scholar?q=Seed+banks+of+Bromus+tectorum-dominated+communities+in+the+Great+Basin","EL","",40.2666666666667,-112.816666666667,"hill site' - U.S. Army Dugway Proving Ground, Tooele County, Utah, 5km north-east of long-term site, gently sloping  1620 m elevation","United States"
"Gordon, E",2000,"Vegetation and seed bank dynamics in a lacustrine harbaceous wetland (Venezuela)","REVISTA DE BIOLOGIA TROPICAL","None","https://scholar.google.com/scholar?q=Vegetation+and+seed+bank+dynamics+in+a+lacustrine+harbaceous+wetland+(Venezuela)","JP","",9.75,-63.0333333333333,"Laguna Grande, Maturin, Monagas, Venezuela","Venezuela"
"Huopalainen, M; Tuittila, ES; Vanha-Majamaa, I; Nousiainen, H; Laine, J; Vasander, H",2000,"The potential of soil seed banks for revegetation of bogs in SW Finland after long-term aerial pollution","ANNALES BOTANICI FENNICI","None","https://scholar.google.com/scholar?q=The+potential+of+soil+seed+banks+for+revegetation+of+bogs+in+SW+Finland+after+long-term+aerial+pollution","EL","",61.3333333333333,22.1666666666667,"Harjavalta township, SW Finland, concentric raised bog region","Finland"
"Mayor, MD; Boo, RM; Pelaez, DV; Elia, OR",1999,"Soil seed bank variation with depth in the Province of La Pampa, Argentina","PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY","None","https://scholar.google.com/scholar?q=Soil+seed+bank+variation+with+depth+in+the+Province+of+La+Pampa,+Argentina","JP","",-38.75,-63.75,"Caldenal, southeast corner of La Pampa province, Argentina","Argentina"
"Baptista, TL; Shumway, SW",1998,"A comparison of the seed banks of sand dunes with different disturbance histories on Cape Cod National Seashore","RHODORA","None","https://scholar.google.com/scholar?q=A+comparison+of+the+seed+banks+of+sand+dunes+with+different+disturbance+histories+on+Cape+Cod+National+Seashore","JP","",41.95,-70.0666666666667,"Duck Harbor, Cape Cod, Massachussets, USA","United States"
"Baptista, TL; Shumway, SW",1998,"A comparison of the seed banks of sand dunes with different disturbance histories on Cape Cod National Seashore","RHODORA","None","https://scholar.google.com/scholar?q=A+comparison+of+the+seed+banks+of+sand+dunes+with+different+disturbance+histories+on+Cape+Cod+National+Seashore","JP","",41.9166666666667,-69.9833333333333,"Marconi Station, Cape Cod, Massachussets, USA","United States"
"Baptista, TL; Shumway, SW",1998,"A comparison of the seed banks of sand dunes with different disturbance histories on Cape Cod National Seashore","RHODORA","None","https://scholar.google.com/scholar?q=A+comparison+of+the+seed+banks+of+sand+dunes+with+different+disturbance+histories+on+Cape+Cod+National+Seashore","JP","",41.75,-69.9166666666667,"Coast Guard Beach, Cape Cod, Massachussets, USA","United States"
"Falinska, K",1998,"Long-term changes in size and composition of seed bank during succession: From meadow to forest","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Long-term+changes+in+size+and+composition+of+seed+bank+during+succession:+From+meadow+to+forest","EL","",52.7,23.8333333333333,"succession stage after abndonment - 0 years- Reski Range, 15 ha site unforested for 200 years, Narewka River valley, close to Bialowieza National Park","Poland"
"Falinska, K",1998,"Long-term changes in size and composition of seed bank during succession: From meadow to forest","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Long-term+changes+in+size+and+composition+of+seed+bank+during+succession:+From+meadow+to+forest","EL","",52.7,23.8333333333333,"5 years - Reski Range, 15 ha site unforested for 200 years, Narewka River valley, close to Bialowieza National Park","Poland"
"Falinska, K",1998,"Long-term changes in size and composition of seed bank during succession: From meadow to forest","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Long-term+changes+in+size+and+composition+of+seed+bank+during+succession:+From+meadow+to+forest","EL","",52.7,23.8333333333333,"10 years - Reski Range, 15 ha site unforested for 200 years, Narewka River valley, close to Bialowieza National Park","Poland"
"Falinska, K",1998,"Long-term changes in size and composition of seed bank during succession: From meadow to forest","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Long-term+changes+in+size+and+composition+of+seed+bank+during+succession:+From+meadow+to+forest","EL","",52.7,23.8333333333333,"15 years - Reski Range, 15 ha site unforested for 200 years, Narewka River valley, close to Bialowieza National Park","Poland"
"Falinska, K",1998,"Long-term changes in size and composition of seed bank during succession: From meadow to forest","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Long-term+changes+in+size+and+composition+of+seed+bank+during+succession:+From+meadow+to+forest","EL","",52.7,23.8333333333333,"20 years - Reski Range, 15 ha site unforested for 200 years, Narewka River valley, close to Bialowieza National Park","Poland"
"Falinska, K",1998,"Long-term changes in size and composition of seed bank during succession: From meadow to forest","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Long-term+changes+in+size+and+composition+of+seed+bank+during+succession:+From+meadow+to+forest","AA","",52.7,23.8333333333333,"succession stage after abndonment - 0 years- Reski Range, 15 ha site unforested for 200 years, Narewka River valley, close to Bialowieza National Park","Poland"
"Falinska, K",1998,"Long-term changes in size and composition of seed bank during succession: From meadow to forest","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Long-term+changes+in+size+and+composition+of+seed+bank+during+succession:+From+meadow+to+forest","AA","",52.7,23.8333333333333,"5 years - Reski Range, 15 ha site unforested for 200 years, Narewka River valley, close to Bialowieza National Park","Poland"
"Falinska, K",1998,"Long-term changes in size and composition of seed bank during succession: From meadow to forest","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Long-term+changes+in+size+and+composition+of+seed+bank+during+succession:+From+meadow+to+forest","AA","",52.7,23.8333333333333,"10 years - Reski Range, 15 ha site unforested for 200 years, Narewka River valley, close to Bialowieza National Park","Poland"
"Falinska, K",1998,"Long-term changes in size and composition of seed bank during succession: From meadow to forest","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Long-term+changes+in+size+and+composition+of+seed+bank+during+succession:+From+meadow+to+forest","AA","",52.7,23.8333333333333,"15 years - Reski Range, 15 ha site unforested for 200 years, Narewka River valley, close to Bialowieza National Park","Poland"
"Falinska, K",1998,"Long-term changes in size and composition of seed bank during succession: From meadow to forest","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Long-term+changes+in+size+and+composition+of+seed+bank+during+succession:+From+meadow+to+forest","AA","",52.7,23.8333333333333,"20 years - Reski Range, 15 ha site unforested for 200 years, Narewka River valley, close to Bialowieza National Park","Poland"
"Jankowska-Blaszczuk, M",1998,"Variability of the soil seed banks in the natural deciduous forest in the Bialowieza National Park","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Variability+of+the+soil+seed+banks+in+the+natural+deciduous+forest+in+the+Bialowieza+National+Park","EL","",52.6666666666667,23.9833333333333,"primary forest - Compartment 316, Bialowieza National park, primeval forest","Belarus"
"Jankowska-Blaszczuk, M",1998,"Variability of the soil seed banks in the natural deciduous forest in the Bialowieza National Park","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Variability+of+the+soil+seed+banks+in+the+natural+deciduous+forest+in+the+Bialowieza+National+Park","EL","",52.6666666666667,23.9833333333333,"secondary forest - Compartment 316, Bialowieza National park, primeval forest","Belarus"
"Jauhiainen, S",1998,"Seed and spore banks of two boreal mires","ANNALES BOTANICI FENNICI","None","https://scholar.google.com/scholar?q=Seed+and+spore+banks+of+two+boreal+mires","JP","",61.8,24.2833333333333,"Konilampi mire, 60 km NE of Tampere, Finland","Finland"
"Price, MV; Joyner, JW",1997,"What resources are available to desert granivores: Seed rain or soil seed bank?","ECOLOGY","None","https://scholar.google.com/scholar?q=What+resources+are+available+to+desert+granivores:+Seed+rain+or+soil+seed+bank?","JP","",34.7833333333333,-115.65,"Mojave desert, near Granit Cove, California, USA","United States"
"Berge, G; Hestmark, G",1997,"Composition of seed banks of roadsides, stream verges and agricultural fields in southern Norway","ANNALES BOTANICI FENNICI","None","https://scholar.google.com/scholar?q=Composition+of+seed+banks+of+roadsides,+stream+verges+and+agricultural+fields+in+southern+Norway","JP","",59.0666666666667,10.6666666666667,"Frogn, southern Norway","Norway"
"Berge, G; Hestmark, G",1997,"Composition of seed banks of roadsides, stream verges and agricultural fields in southern Norway","ANNALES BOTANICI FENNICI","None","https://scholar.google.com/scholar?q=Composition+of+seed+banks+of+roadsides,+stream+verges+and+agricultural+fields+in+southern+Norway","JP","",59.0666666666667,10.6666666666667,"Frogn, southern Norway","Norway"
"Eiszner, H; Salazar, D; Pohlan, J",1996,"The effect of crop rotation and weed control on the weed seed bank in the soil","TROPENLANDWIRT","None","https://scholar.google.com/scholar?q=The+effect+of+crop+rotation+and+weed+control+on+the+weed+seed+bank+in+the+soil","AA","",12.15,-86.1666666666667,"Las Mercedes experimental farm, north of Managua, Nicaragua","Nicaragua"
"Jutila, HM",1996,"Seed bank and emergent vascular flora of ballast areas in Reposaari, Finland","ANNALES BOTANICI FENNICI","None","https://scholar.google.com/scholar?q=Seed+bank+and+emergent+vascular+flora+of+ballast+areas+in+Reposaari,+Finland","EL","",61.5,21.4666666666667,"Ship ballast dumping areas, Pori, Reposaari Island, SW Finland, Gulf of Bothnia","Finland"
"Al-Yemini, M; Al-Farraj, M.M.",1995,"The seed bank of desert soil in central Saudi-Arabia","PAKISTAN JOURNAL OF BOTANY","None","https://scholar.google.com/scholar?q=The+seed+bank+of+desert+soil+in+central+Saudi+Arabia","JP","",24.7166666666667,46.7166666666667,"100 k north, Southwest and southeast of Riyadh, hence central coordinate = Riyadh","Saudi Arabia"
