SK 325813,432550,381350
SK 423763,442350,376350
SK 155733,415550,373350
SK 155732,415550,373250
SK 526836,452650,383650
SK 185878,418550,387850
SK 262807,426250,380750
SK 437863,443750,386350
SK 437861,443750,386150
SK 425763,442550,376350
