SU 800402,480050,140250
SU 535437,453550,143750
SU 535424,453550,142450
SU 610294,461050,129450
SU 538385,453850,138550
SU 552449,455250,144950
SU 839111,483950,111150
SU 072107,407250,110750
SU 599564,459950,156450
SU 597564,459750,156450
SU 457353,445750,135350
